,Crash ID,Record Type,Vehicle ID,Vehicle Coded Seq#,Total Count of Persons Involved,Total Persons Using Safety Equipment  ,Total Persons Not Using Safety Equipment,Total Persons Safety Equipment Use Unknown,Vehicle Ownership Code,Vehicle Special Use Code,Vehicle Type Code,Emergency Use Flag,Number of Trailers,Vehicle Movement Code,Vehicle Action Code,Vehicle Cause 1 Code,Vehicle Cause 2 Code,Vehicle Cause 3 Code,Vehicle Event 1 Code,Vehicle Event 2 Code,Vehicle Event 3 Code,Vehicle Exceeded Posted Speed Flag,Vehicle Hit & Run Flag,Safety Equipment Used Quantity
2046,1852223,2,3488835.0,2.0,1.0,0.0,4.0,0.0,1.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2049,1852287,2,3488956.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2051,1852287,2,3488957.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2054,1852367,2,3489096.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2056,1852367,2,3489097.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,6.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2059,1852369,2,3489100.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2061,1852369,2,3489101.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2064,1852380,2,3489122.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2066,1852380,2,3489123.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2069,1852381,2,3489124.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2071,1852381,2,3489125.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2074,1852384,2,3489130.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2076,1852384,2,3489131.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2079,1852385,2,3489132.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2081,1852385,2,3489133.0,2.0,9.0,0.0,1.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2084,1852404,2,3489168.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2086,1852404,2,3489169.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,12.0,0.0,,,,0.0,0.0,1.0,0.0,1.0,2.0,0.0
2089,1852464,2,3489290.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2091,1852464,2,3489291.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,8.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2094,1852483,2,3489329.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2096,1852483,2,3489330.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,4.0,0.0,0.0,4.0,0.0
2102,1852562,2,3489480.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2104,1852562,2,3489481.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,6.0,0.0,13.0,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2106,1852562,2,3489482.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,22.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2109,1852623,2,3489598.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2111,1852623,2,3489599.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
2115,1852657,2,3489659.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2117,1852657,2,3489660.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2120,1852691,2,3489723.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2124,1852735,2,3489808.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2126,1852735,2,3489809.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2129,1852769,2,3489869.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2131,1852769,2,3489870.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,7.0,18.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
2135,1852773,2,3489876.0,1.0,1.0,0.0,99.0,0.0,9.0,2.0,3.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2137,1852773,2,3489877.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,31.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2140,1852807,2,3489937.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2142,1852807,2,3489938.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2145,1852828,2,3489978.0,1.0,1.0,0.0,1.0,0.0,,2.0,7.0,5.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2149,1852853,2,3490024.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2151,1852853,2,3490025.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2154,1852870,2,3490059.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,3.0,0.0,0.0,3.0,1.0
2157,1852870,2,3490060.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,18.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2160,1852889,2,3490095.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2164,1852933,2,3490178.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2166,1852933,2,3490179.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
2170,1852934,2,3490180.0,1.0,9.0,0.0,99.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0
2172,1852934,2,3490181.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,11.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
2176,1852937,2,3490186.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2178,1852937,2,3490187.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,8.0,11.0,0.0,,,,0.0,0.0,3.0,0.0,0.0,3.0,0.0
2182,1852965,2,3490237.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2184,1852965,2,3490238.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2187,1852981,2,3490269.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2189,1852981,2,3490270.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2192,1853011,2,3490329.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0
2194,1853011,2,3490330.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2197,1853019,2,3490347.0,1.0,9.0,9.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0
2199,1853019,2,3490348.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,,,,0.0,0.0,3.0,0.0,0.0,3.0,0.0
2204,1853209,2,3490708.0,1.0,1.0,0.0,1.0,0.0,,1.0,3.0,7.0,0.0,0.0,120.0,,,0.0,0.0,2.0,0.0,0.0,2.0,1.0
2208,1853242,2,3490764.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2210,1853242,2,3490765.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,11.0,0.0,13.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2212,1853242,2,3490766.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,11.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
2216,1853265,2,3490807.0,1.0,9.0,9.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0
2218,1853265,2,3490808.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,13.0,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0
2221,1853265,2,3490809.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2224,1853304,2,3490877.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2226,1853304,2,3490878.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
2230,1853339,2,3490939.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2232,1853339,2,3490940.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
2236,1853353,2,3490962.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,,,,0.0,0.0,4.0,0.0,0.0,4.0,1.0
2238,1853353,2,3490963.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,31.0,0.0,62.0,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2241,1853448,2,3491129.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2243,1853448,2,3491130.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,12.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2246,1853466,2,3491160.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0
2248,1853466,2,3491161.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,5.0,4.0,18.0,0.0,,,,0.0,0.0,0.0,0.0,3.0,3.0,0.0
2253,1853499,2,3491223.0,1.0,1.0,0.0,1.0,0.0,,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2255,1853499,2,3491224.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2258,1853505,2,3491236.0,1.0,1.0,0.0,1.0,0.0,,4.0,8.0,8.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2260,1853505,2,3491237.0,2.0,1.0,0.0,1.0,0.0,,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
2263,1853514,2,3491253.0,1.0,1.0,0.0,1.0,0.0,,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,3.0,1.0,0.0,4.0,1.0
2265,1853514,2,3491254.0,2.0,1.0,0.0,1.0,0.0,,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2268,1853517,2,3491259.0,1.0,1.0,0.0,1.0,0.0,,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2270,1853517,2,3491260.0,2.0,1.0,0.0,1.0,0.0,,6.0,7.0,3.0,12.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2273,1853519,2,3491262.0,1.0,1.0,0.0,1.0,0.0,,1.0,7.0,3.0,0.0,0.0,79.0,10.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2276,1853543,2,3491306.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2278,1853543,2,3491307.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2281,1853582,2,3491378.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2283,1853582,2,3491379.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,8.0,2.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2286,1853585,2,3491384.0,1.0,0.0,0.0,1.0,0.0,9.0,3.0,1.0,3.0,0.0,0.0,,,,0.0,0.0,5.0,0.0,0.0,5.0,1.0
2289,1853606,2,3491426.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2291,1853606,2,3491427.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2294,1853699,2,3491598.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2296,1853699,2,3491599.0,2.0,3.0,0.0,8.0,0.0,0.0,1.0,6.0,2.0,6.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2299,1853728,2,3491651.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,22.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2301,1853728,2,3491652.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,22.0,0.0,13.0,,,0.0,0.0,3.0,0.0,0.0,3.0,0.0
2304,1853728,2,3491653.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,11.0,0.0,,,,0.0,0.0,3.0,0.0,0.0,3.0,0.0
2308,1853731,2,3491657.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2312,1853788,2,3491762.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2314,1853788,2,3491763.0,2.0,1.0,0.0,7.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2317,1853809,2,3491804.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,18.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2319,1853809,2,3491805.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
2323,1853845,2,3491872.0,1.0,1.0,0.0,1.0,0.0,,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2325,1853845,2,3491873.0,2.0,1.0,0.0,1.0,0.0,,6.0,7.0,3.0,11.0,0.0,13.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2327,1853845,2,3491874.0,3.0,1.0,0.0,1.0,0.0,,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
2330,1853856,2,3491895.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2332,1853856,2,3491896.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2335,1853862,2,3491908.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,1.0
2338,1853862,2,3491909.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2341,1853863,2,3491910.0,1.0,1.0,0.0,1.0,0.0,,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2343,1853863,2,3491911.0,2.0,1.0,0.0,1.0,0.0,,6.0,8.0,4.0,11.0,0.0,,,,0.0,0.0,4.0,0.0,0.0,4.0,0.0
2348,1853879,2,3491941.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,7.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2352,1853892,2,3491964.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,25.0,43.0,,,0.0,0.0,2.0,0.0,0.0,2.0,1.0
2356,1853898,2,3491976.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,1.0,2.0,1.0
2359,1853898,2,3491977.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,8.0,11.0,0.0,13.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2361,1853898,2,3491978.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,8.0,22.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2364,1853962,2,3492102.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,7.0,5.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2366,1853962,2,3492103.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,5.0,1.0,11.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
2370,1854007,2,3492184.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2372,1854007,2,3492185.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,7.0,1.0,19.0,0.0,,,,0.0,0.0,0.0,3.0,0.0,3.0,0.0
2377,1854013,2,3492194.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,1.0,3.0,1.0
2379,1854013,2,3492195.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2382,1854063,2,3492275.0,1.0,1.0,0.0,1.0,0.0,,1.0,7.0,3.0,0.0,0.0,,,,1.0,0.0,2.0,0.0,0.0,2.0,1.0
2384,1854063,2,3492276.0,2.0,1.0,0.0,1.0,0.0,,3.0,0.0,7.0,15.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2387,1854066,2,3492280.0,1.0,9.0,9.0,99.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0
2389,1854066,2,3492281.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,11.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2392,1854071,2,3492290.0,1.0,9.0,9.0,99.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2394,1854071,2,3492291.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2397,1854092,2,3492329.0,1.0,9.0,0.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0
2399,1854092,2,3492330.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,5.0,12.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2402,1854099,2,3492339.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0
2404,1854099,2,3492340.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,5.0,7.0,18.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2407,1854169,2,3492459.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2409,1854169,2,3492460.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2412,1854273,2,3492640.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2414,1854273,2,3492641.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,13.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2416,1854273,2,3492642.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,22.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
2419,1854286,2,3492663.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2423,1854309,2,3492703.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2425,1854309,2,3492704.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,5.0,11.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2428,1854335,2,3492743.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2430,1854335,2,3492744.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2433,1854338,2,3492748.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2435,1854338,2,3492749.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2438,1854339,2,3492750.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2440,1854339,2,3492751.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,13.0,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2442,1854339,2,3492752.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,13.0,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0
2445,1854339,2,3492753.0,4.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2448,1854347,2,3492766.0,1.0,0.0,0.0,1.0,0.0,9.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,1.0
2450,1854347,2,3492767.0,2.0,0.0,0.0,1.0,0.0,9.0,3.0,1.0,3.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
2453,1854392,2,3492842.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0
2455,1854392,2,3492843.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,8.0,11.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2458,1854398,2,3492853.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2460,1854398,2,3492854.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,8.0,3.0,15.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
