,Crash ID,Record Type,Vehicle ID,Participant ID,Participant Display Seq#,Vehicle Coded Seq#,Participant Vehicle Seq#,Safety Equipment Un-used Quantity,Safety Equipment Use Unknown Quantity,Vehicle Occupant Count,Vehicle Striking Flag,Participant Type Code,Participant Hit & Run Flag,Public Employee Flag,Sex,Age,Driver License Status,Driver Residence Status,Injury Severity,Participant Safety Equipment Use Code,Airbag Deployment,Non-Motorist Movement Code,Non-Motorist Travel Direction From,Non-Motorist Travel Direction To,Non-Motorist Location,Participant Action,Participant Error 1 Code,Participant Error 2 Code,Participant Error 3 Code,Participant Cause 3 Code,Participant Event 1 Code,Participant Event 2 Code,Participant Event 3 Code
1492,1848347,3,3481471.0,3967195.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,44.0,2.0,4.0,9.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1494,1848347,3,3481472.0,3967196.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,39.0,1.0,1.0,3.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1496,1848347,3,3481473.0,3967197.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,56.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1499,1848359,3,3481494.0,3967220.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,27.0,1.0,1.0,9.0,9.0,1.0,,,,,0.0,21.0,,,3.0,,,,,9.0,9.0,0.0
1501,1848359,3,3481495.0,3967221.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,46.0,1.0,1.0,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1504,1848489,3,3481741.0,3967525.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,56.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1506,1848489,3,3481742.0,3967526.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,57.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,28.0,4.0,,2.0,,,,,,,0.0
1509,1848512,3,3481795.0,3967592.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,36.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1511,1848512,3,3481796.0,3967593.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,34.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1514,1848553,3,3481864.0,3967678.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0,4.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1516,1848553,3,3481865.0,3967679.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,55.0,2.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1519,1848565,3,3481887.0,3967704.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,4.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1521,1848565,3,3481888.0,3967705.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,36.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1524,1848616,3,3481983.0,3967823.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,20.0,1.0,1.0,9.0,2.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1526,1848616,3,3481984.0,3967824.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,28.0,1.0,1.0,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1529,1848719,3,3482174.0,3968060.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,29.0,3.0,1.0,3.0,6.0,,,,,,0.0,47.0,51.0,,1.0,33.0,,1.0,10.0,1.0,,0.0
1531,1848719,3,3482175.0,3968061.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,37.0,1.0,1.0,3.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1534,1848792,3,3482321.0,3968239.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,31.0,1.0,2.0,9.0,2.0,,,,,,38.0,26.0,52.0,,27.0,29.0,32.0,,,0.0,0.0,0.0
1536,1848792,3,3482322.0,3968240.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,17.0,1.0,1.0,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1538,1848792,3,3482323.0,3968241.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,33.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1541,1848895,3,3482519.0,3968495.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,46.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,21.0,4.0,,3.0,,,,,,,0.0
1542,1848895,3,3482519.0,3968496.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,20.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1544,1848895,3,3482520.0,3968497.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,20.0,2.0,4.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1547,1848913,3,3482555.0,3968535.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,28.0,,,2.0,,,,,9.0,9.0,0.0
1549,1848913,3,3482556.0,3968536.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,31.0,1.0,1.0,4.0,2.0,,,,,,0.0,43.0,26.0,,7.0,,,,,0.0,0.0,0.0
1552,1849019,3,3482754.0,3968775.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,35.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1554,1849019,3,3482755.0,3968776.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,51.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1556,1849019,3,3482756.0,3968777.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,32.0,1.0,1.0,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1559,1849023,3,3482762.0,3968784.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,78.0,1.0,1.0,9.0,9.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1561,1849023,3,3482763.0,3968785.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,44.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1563,1849023,3,3482764.0,3968786.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,55.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1565,1849023,3,3482765.0,3968787.0,4.0,4.0,1.0,1.0,0.0,0.0,2.0,27.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1568,1849220,3,3483153.0,3969236.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,59.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1570,1849220,3,3483154.0,3969237.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,50.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1573,1849271,3,3483245.0,3969346.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,35.0,1.0,1.0,9.0,2.0,1.0,,,,,0.0,26.0,,,29.0,,,,87.0,1.0,,0.0
1575,1849271,3,3483246.0,3969347.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,37.0,1.0,1.0,9.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1576,1849271,3,3483246.0,3969348.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,64.0,,,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1578,1849271,3,3483247.0,3969349.0,4.0,3.0,1.0,1.0,0.0,0.0,2.0,75.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1581,1849286,3,3483275.0,3969380.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,29.0,1.0,1.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1583,1849286,3,3483276.0,3969381.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,61.0,1.0,1.0,9.0,2.0,1.0,,,,,0.0,28.0,4.0,,2.0,,,,,,,0.0
1584,1849286,3,3483276.0,3969382.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,67.0,,,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1585,1849286,3,3483276.0,3969383.0,4.0,2.0,3.0,2.0,0.0,0.0,2.0,62.0,,,3.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1588,1849289,3,3483282.0,3969389.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,41.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1590,1849289,3,3483283.0,3969390.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,43.0,1.0,1.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1593,1849323,3,3483349.0,3969462.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,47.0,1.0,1.0,3.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1595,1849323,3,3483350.0,3969463.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,23.0,1.0,1.0,4.0,9.0,,,,,,0.0,28.0,,,2.0,,,,,,,0.0
1598,1849337,3,3483378.0,3969494.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,38.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1600,1849337,3,3483379.0,3969495.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,36.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1601,1849337,3,3483379.0,3969496.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,34.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1604,1849386,3,3483471.0,3969605.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1606,1849386,3,3483472.0,3969606.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,28.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1607,1849386,3,3483472.0,3969607.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,43.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1609,1849386,3,3483473.0,3969608.0,4.0,3.0,1.0,1.0,0.0,0.0,9.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1612,1849472,3,3483652.0,3969813.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,23.0,2.0,4.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1614,1849472,3,3483653.0,3969814.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,58.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1617,1849480,3,3483668.0,3969833.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,46.0,1.0,1.0,9.0,9.0,,,,,,0.0,42.0,,,29.0,,,,,,,0.0
1619,1849480,3,3483669.0,3969834.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,23.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1622,1849501,3,3483707.0,3969877.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,28.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1624,1849501,3,3483708.0,3969878.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,30.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1625,1849501,3,3483708.0,3969879.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,,,4.0,4.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1626,1849501,3,3483708.0,3969880.0,4.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,,,4.0,4.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1627,1849501,3,3483708.0,3969881.0,5.0,2.0,4.0,2.0,0.0,0.0,2.0,4.0,,,4.0,4.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1630,1849503,3,3483710.0,3969884.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,19.0,1.0,1.0,3.0,2.0,1.0,,,,,0.0,28.0,4.0,20.0,2.0,4.0,,,,,,0.0
1631,1849503,3,3483710.0,3969885.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,19.0,,,3.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1633,1849503,3,3483711.0,3969886.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,62.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1636,1849552,3,3483802.0,3969992.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,17.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,7.0,,,,,,,0.0
1638,1849552,3,3483803.0,3969993.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,63.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1641,1849597,3,3483898.0,3970103.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,30.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1643,1849597,3,3483899.0,3970104.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,37.0,2.0,4.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1644,1849597,3,3483899.0,3970105.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,11.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1645,1849597,3,3483899.0,3970106.0,4.0,2.0,3.0,2.0,0.0,0.0,2.0,15.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1648,1849637,3,3483976.0,3970200.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,21.0,2.0,4.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1650,1849637,3,3483977.0,3970201.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,39.0,2.0,4.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1653,1849683,3,3484059.0,3970305.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,46.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1655,1849683,3,3484060.0,3970306.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,60.0,1.0,1.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1658,1849777,3,3484233.0,3970523.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,60.0,3.0,1.0,9.0,9.0,,,,,,0.0,42.0,,,29.0,,,,,0.0,0.0,0.0
1660,1849777,3,3484234.0,3970524.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,25.0,2.0,4.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1661,1849777,3,3484234.0,3970525.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,27.0,,,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1664,1849815,3,3484307.0,3970602.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,29.0,1.0,2.0,9.0,2.0,0.0,,,,,0.0,42.0,,,29.0,,,,,0.0,0.0,0.0
1666,1849815,3,3484308.0,3970603.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,54.0,2.0,4.0,9.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1667,1849815,3,3484308.0,3970604.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,58.0,,,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1670,1849893,3,3484452.0,3970778.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,30.0,0.0,2.0,3.0,2.0,0.0,,,,,0.0,28.0,,,2.0,,,,86.0,0.0,0.0,0.0
1671,1849893,3,3484452.0,3970779.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,50.0,,,3.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,1.0,0.0,0.0
1672,1849893,3,3484452.0,3970780.0,3.0,1.0,3.0,2.0,0.0,0.0,1.0,43.0,,,3.0,0.0,,,,,,0.0,0.0,,,0.0,,,,,1.0,0.0,0.0
1674,1849893,3,3484453.0,3970781.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,44.0,2.0,4.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,86.0,0.0,0.0,0.0
1675,1849893,3,3484453.0,3970782.0,5.0,2.0,2.0,2.0,0.0,0.0,2.0,44.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1676,1849893,3,3484453.0,3970783.0,6.0,2.0,3.0,2.0,0.0,0.0,2.0,14.0,,,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1679,1849940,3,3484537.0,3970883.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,87.0,1.0,2.0,3.0,2.0,1.0,,,,,0.0,28.0,4.0,,2.0,8.0,,,,0.0,0.0,0.0
1681,1849940,3,3484538.0,3970884.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,35.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1684,1849971,3,3484601.0,3970959.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,45.0,1.0,1.0,3.0,9.0,,,,,,17.0,47.0,51.0,81.0,1.0,33.0,,,87.0,1.0,,0.0
1687,1850002,3,3484660.0,3971031.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,23.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1689,1850002,3,3484661.0,3971032.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,40.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1692,1850038,3,3484732.0,3971113.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,21.0,1.0,1.0,4.0,2.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1694,1850038,3,3484733.0,3971114.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,46.0,1.0,1.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1696,1850038,3,3484734.0,3971115.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,30.0,1.0,1.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1699,1850223,3,3485076.0,3971524.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,29.0,1.0,1.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1701,1850223,3,3485077.0,3971525.0,2.0,2.0,1.0,1.0,1.0,0.0,9.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,28.0,,,2.0,,,,,,,0.0
1704,1850230,3,3485091.0,3971534.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,32.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1706,1850230,3,3485092.0,3971535.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,28.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1707,1850230,3,3485092.0,3971536.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,56.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1710,1850352,3,3485325.0,3971817.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,34.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,28.0,,,2.0,,,,,,,0.0
1711,1850352,3,3485325.0,3971818.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,18.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1713,1850352,3,3485326.0,3971819.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,17.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1716,1850368,3,3485354.0,3971849.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,29.0,2.0,4.0,4.0,9.0,,,,,,0.0,28.0,,,2.0,,,,,,,0.0
1718,1850368,3,3485355.0,3971850.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,53.0,1.0,1.0,3.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1721,1850651,3,3485881.0,3972485.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,50.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,43.0,50.0,,7.0,30.0,,,,0.0,0.0,0.0
1723,1850651,3,3485882.0,3972486.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,28.0,1.0,1.0,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1726,1850653,3,3485885.0,3972489.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,60.0,1.0,1.0,4.0,9.0,,,,,,0.0,51.0,20.0,,33.0,4.0,,,87.0,1.0,,0.0
1728,1850653,3,3485886.0,3972490.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,24.0,2.0,4.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1731,1850737,3,3486029.0,3972648.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,40.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1733,1850737,3,3486030.0,3972649.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,38.0,1.0,1.0,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1734,1850737,3,3486030.0,3972650.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,12.0,,,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1735,1850737,3,3486030.0,3972651.0,4.0,2.0,3.0,2.0,0.0,0.0,2.0,11.0,,,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1736,1850737,3,3486030.0,3972652.0,5.0,2.0,4.0,2.0,0.0,0.0,2.0,9.0,,,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1739,1850744,3,3486040.0,3972662.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,22.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1741,1850744,3,3486041.0,3972663.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,40.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1744,1850772,3,3486087.0,3972719.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,30.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,28.0,,,2.0,,,,,,,0.0
1746,1850772,3,3486088.0,3972720.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,48.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1749,1850791,3,3486121.0,3972758.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,69.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,6.0,,,8.0,,,,,,,0.0
1751,1850791,3,3486122.0,3972759.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,32.0,1.0,1.0,2.0,6.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1754,1850810,3,3486156.0,3972807.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,63.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1756,1850810,3,3486157.0,3972808.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,25.0,1.0,1.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1759,1850874,3,3486282.0,3972959.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,48.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,28.0,4.0,,2.0,,,,,,,0.0
1761,1850874,3,3486283.0,3972960.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,38.0,1.0,1.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1764,1850879,3,3486291.0,3972969.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,61.0,1.0,1.0,4.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1766,1850879,3,3486292.0,3972970.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,22.0,1.0,1.0,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1767,1850879,3,3486292.0,3972971.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,,,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1769,1850879,3,3486293.0,3972972.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,56.0,1.0,1.0,9.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1772,1850898,3,3486338.0,3973024.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,23.0,1.0,1.0,9.0,9.0,,,,,,17.0,47.0,81.0,,1.0,,,,,,1.0,0.0
1774,1850898,3,3486339.0,3973025.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,48.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1778,1850911,3,3486362.0,3973052.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,51.0,1.0,1.0,9.0,9.0,,,,,,0.0,28.0,,,2.0,,,,,,,0.0
1780,1850911,3,3486363.0,3973053.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,45.0,1.0,1.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1783,1850939,3,3486412.0,3973113.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,35.0,3.0,1.0,9.0,9.0,0.0,,,,,0.0,39.0,,,5.0,,,,,,1.0,0.0
1785,1850939,3,3486413.0,3973114.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,62.0,1.0,9.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1787,1850939,3,3486414.0,3973115.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,47.0,1.0,1.0,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
